line_id,stem_id,azimuth,polar,frame_num,dist_lidar,reflectivity,oldX,oldY,oldZ,old_relative_z,Count,X,Y,Z,relative_z
971,10001,2.804279,-11.0,612.0,2.148,18.0,0.08267593,-0.02228927,0.6938071,0.762987,1,0.10848761347497439,-0.0459905684707904,0.6902681521394036,0.7594480446793817
972,10001,-2.570347,-15.0,677.0,2.834,10.0,0.16244411,-0.0783143,0.69419587,0.888967,1,0.12084878421595124,-0.05076565916001333,0.70653048308443,0.9013015940959351
973,10001,2.046107,1.0,546.0,4.22,16.0,0.10867691,-0.04434156,0.6947003,0.76388,1,0.10784850558321152,-0.049933276062048754,0.6979547262897153,0.767134440015759
974,10001,-2.672426,-9.0,310.0,6.222,19.0,0.10993623,-0.06359577,0.6950091,0.764189,1,0.11220769541869534,-0.0518783203370023,0.7025991349669375,0.7717790275069155
975,10001,2.942742,-13.0,620.0,2.098,9.0,0.09705734,-0.02141189,0.6961398,0.76532,1,0.10637282157715942,-0.046203556043716766,0.6953957613025393,0.7645759518657412
976,10001,-3.135309,-15.0,634.0,2.132,26.0,0.12456035,-0.05121517,0.6963462,0.765526,1,0.11718604646040408,-0.0492598662756425,0.7042791790136412,0.7734589523443297
977,10001,2.34962,-5.0,583.0,2.782,22.0,0.09313249,-0.03326702,0.69760245,0.766782,2,0.11188988563929789,-0.048474121194046274,0.6968036308091068,0.7659831657212162
978,10001,3.008693,-5.0,124.0,4.954,17.0,0.10906839,-0.0788083,0.6981853,0.767365,1,0.11238164407571397,-0.04926010788452015,0.707552788846464,0.7767324429678629
979,10001,2.006075,-1.0,538.0,4.562,15.0,0.08908653,-0.02693939,0.6984026,0.767582,2,0.10784392980252497,-0.042146490242045656,0.6976037635605716,0.7667831792633915
980,10001,-2.376848,-13.0,713.0,3.73,20.0,0.15393257,-0.05047798,0.70071286,0.895484,1,0.11954233314978277,-0.049929202755731414,0.7116884634625621,0.9064595744740672
981,10001,2.520197,-7.0,594.0,2.466,10.0,0.11135911,-0.00770759,0.7007727,0.919452,1,0.11114104094442177,-0.041477059189671206,0.7006169355175577,0.919296244408854
982,10001,2.925462,-13.0,619.0,2.086,27.0,0.09145355,-0.02414703,0.7013046,0.770484,1,0.10971043375107127,-0.04861186099002303,0.6988887092389098,0.7680680653370848
983,10001,2.782273,-9.0,611.0,2.174,18.0,0.10165405,-0.05048799,0.70184004,0.77102,3,0.11301516660799583,-0.048265770910721685,0.7078678160905838,0.7770477682352066
984,10001,2.831048,-13.0,614.0,2.156,14.0,0.10276556,-0.04500866,0.70185757,0.771037,3,0.11412667402376732,-0.042786438851099874,0.7078853398561478,0.7770647555589676
985,10001,2.275254,-3.0,576.0,2.998,19.0,0.10425424,-0.01155471,0.70198053,0.77116,1,0.11300032260042372,-0.045191072280807744,0.6998802143204549,0.7690596896279195
986,10001,2.575906,1.0,63.0,5.732,20.0,0.08731985,-0.05619955,0.7032443,0.772424,1,0.10769666323195333,-0.04451839125890663,0.7077950486238452,0.7769747027452442
987,10001,-2.321455,-5.0,739.0,4.074,15.0,0.0995903,-0.05110073,0.7040048,0.773185,3,0.11095141538729271,-0.048878510384303,0.7100325971841812,0.7792127877473831
988,10001,-3.069336,-15.0,638.0,2.154,22.0,0.13441658,-0.0362606,0.70414984,0.77333,1,0.11749781421920498,-0.04427180525322421,0.712329108674987,0.7815092396335441
989,10001,3.116932,-13.0,631.0,2.088,11.0,0.12103843,-0.05574941,0.70433944,0.773519,1,0.11406363897463855,-0.04418078153094157,0.7134991029397446,0.782678637851854
990,10001,2.269648,3.0,490.0,6.35,15.0,0.14013624,-0.03337526,0.7045335,0.899305,1,0.11374817839754162,-0.050330482790274404,0.7114588853138596,0.9062303539532334
991,10001,-2.34909,-13.0,704.0,3.442,15.0,0.13290644,-0.06492996,0.704583,0.773763,1,0.11652467206672386,-0.05370489100360463,0.7138992228738943,0.7830792346231619
992,10001,2.645963,-9.0,604.0,2.296,11.0,0.11836004,-0.0426259,0.70495534,0.774135,1,0.11089486096438259,-0.05042534289897152,0.7121141088042087,0.7812937629256076
993,10001,-2.855359,-9.0,261.0,5.164001,21.0,0.10639095,-0.03451729,0.7050294,0.774209,1,0.10951072763143144,-0.05279026809861899,0.7107397361054062,0.7799193306221603
994,10001,-2.761722,-15.0,657.0,2.43,22.0,0.16080523,-0.07897472,0.70527387,0.900045,1,0.12112551031375694,-0.0529960690072847,0.7194731564284219,0.914244267439927
995,10001,2.316234,-5.0,581.0,2.852,11.0,0.0832467,-0.07039022,0.70539945,0.774579,1,0.11405750987184299,-0.04999982500197114,0.7097838401078462,0.7789633750199556
996,10001,-2.335527,-11.0,709.0,3.588,2.0,0.11082935,-0.10178613,0.7055139,0.774694,1,0.11661008152603311,-0.05563995433333902,0.715447451387133,0.7846275823456901
997,10001,-2.485247,-11.0,692.0,3.17,8.0,0.14823341,-0.06206751,0.7055346,0.900306,1,0.11536756569019906,-0.05301263062396973,0.7161748222098118,0.9109462312445408
998,10001,2.660427,-9.0,605.0,2.288,9.0,0.13099144,-0.05061245,0.70649505,0.775675,1,0.11523725556511452,-0.050025859155676554,0.7142324780618678,0.7834124302064907
999,10001,2.127207,-3.0,562.0,3.534,19.0,0.0949707,-0.01978969,0.7066012,0.775781,1,0.11462802477064905,-0.04558408185491495,0.706881579023284,0.7760613523539724
1000,10001,-2.359918,-13.0,702.0,3.378,5.0,0.1249895,-0.07527923,0.7068248,0.776005,1,0.11936093015330178,-0.04599351456122739,0.7156819234575544,0.7848621736254011
1001,10001,2.205497,3.0,497.0,6.136,17.0,0.14463472,-0.07880974,0.7083423,0.903114,2,0.1217643494407336,-0.051340602752235204,0.7194534258710014,0.9142251329289542
1002,10001,-2.316306,-5.0,738.0,4.066,18.0,0.13042974,-0.05920028,0.70911944,0.778299,2,0.11478728813499046,-0.04925614536620219,0.7181697194802694,0.7873492543923788
1003,10001,2.878084,-13.0,617.0,2.108,12.0,0.08093786,-0.03928566,0.7107886,0.779968,1,0.11042114374394837,-0.046610887357710344,0.7126123182317043,0.7817917339345242
1004,10001,-2.376498,-13.0,700.0,3.348,15.0,0.08742904,-0.03698682,0.7111783,0.780358,1,0.10893901142469499,-0.044907047930690974,0.7152523788971099,0.7844320926231536
1005,10001,-2.668493,-7.0,322.0,6.532001,15.0,0.07270431,-0.0479207,0.7119139,0.781094,1,0.11093215244716104,-0.04532576513276258,0.7123885699842549,0.7815687009428121
1006,10001,-3.043156,-15.0,639.0,2.134,8.0,0.11350679,-0.05857753,0.7121584,0.781338,1,0.11709794414471526,-0.04835653563868769,0.7203075543292978,0.789487148846052
1007,10001,-2.307092,-5.0,770.0,4.1,18.0,0.1252966,-0.05798149,0.7122172,0.781397,2,0.10965413612693382,-0.0480373570404156,0.721267492078536,0.7904472654092245
1008,10001,-2.563191,-15.0,676.0,2.804,22.0,0.13993835,-0.07339382,0.7133925,0.908164,1,0.1160380573631906,-0.05459616611277428,0.7236271012913097,0.9183986295353282
1009,10001,-2.421957,-13.0,697.0,3.278,12.0,0.10294866,-0.06692552,0.71362513,0.782805,1,0.11645841023633074,-0.046869806291582196,0.7220931006673319,0.7912729932073099
1010,10001,-2.564645,-13.0,686.0,3.064,14.0,0.14815807,-0.04229021,0.714293,0.909064,1,0.1142177805749338,-0.051752896857128215,0.7246810639082496,0.9194520557104652
1011,10001,3.087603,-13.0,629.0,2.094,7.0,0.13720417,-0.08193779,0.7145273,0.783707,2,0.1143337960044543,-0.054468654510047704,0.7256384210454093,0.794818134771453
1012,10001,-2.52336,-13.0,690.0,3.132,13.0,0.12344217,-0.07426881,0.71511185,0.784292,2,0.11889916170708915,-0.055612894791548934,0.7243860564244691,0.7935661873830262
1013,10001,-2.812482,-7.0,271.0,5.36,12.0,0.09612417,-0.04741954,0.7151521,0.784332,3,0.10990077070891857,-0.04710039331458826,0.7216148619005021,0.7907947544404801
1014,10001,-2.335352,-11.0,707.0,3.528,20.0,0.1266141,-0.09024143,0.71523046,0.78441,1,0.11532178754989918,-0.05491835766686843,0.7295073987887456,0.798686933700855
1015,10001,2.838197,-13.0,615.0,2.138,28.0,0.09763145,-0.0454216,0.71531045,0.78449,3,0.11140804551541805,-0.045102453072297766,0.7217732314416703,0.7909527663537796
1016,10001,-2.321993,-5.0,746.0,4.102,18.0,0.10435962,-0.07502174,0.71603286,0.785213,1,0.11881340359773289,-0.046786442612942195,0.7238760108039493,0.7930561417625064
1017,10001,2.612169,-9.0,602.0,2.326,7.0,0.11412286,-0.0609312,0.7161971,0.785377,2,0.11874027178674386,-0.05135336189007381,0.7236904885649367,0.7928704407095595
1018,10001,-2.559525,-15.0,675.0,2.796,18.0,0.16990232,-0.0755763,0.7177554,0.912527,1,0.12367097619198152,-0.05165838778241357,0.7333897167622153,0.9281613642155234
1019,10001,2.581143,1.0,64.0,5.692,18.0,0.07681226,-0.07499313,0.7190878,0.788267,1,0.10857696436783847,-0.054875484864939664,0.7229407312238918,0.7921199681127773
1020,10001,-2.560137,-15.0,672.0,2.73,24.0,0.14192867,-0.06972122,0.7195012,0.914273,1,0.12006426214287846,-0.052376587443727224,0.7321283273440969,0.9269001536113394
1021,10001,3.049323,-5.0,151.0,4.98,19.0,0.11378002,-0.07131958,0.71990806,0.789088,1,0.11863177109037769,-0.052613378936711024,0.728560360776125,0.7977403129207478
1022,10001,-2.307791,-5.0,771.0,4.082001,13.0,0.11729717,-0.07108354,0.7203152,0.789495,2,0.11275416124932548,-0.05242762257475206,0.7295894227040711,0.7987691960347596
1023,10001,2.066095,1.0,514.0,5.51,14.0,0.09750938,-0.04358864,0.7211658,0.790346,1,0.11102144386189873,-0.05265030011175145,0.726527717573713,0.7957079677415597
1024,10001,2.963169,-13.0,622.0,2.076,15.0,0.11232376,-0.05001545,0.72132325,0.790503,1,0.11678570065050926,-0.04970049057302513,0.7284361239806247,0.7976158973113132
1025,10001,2.430022,3.0,471.0,6.938,7.0,0.152462,-0.03989982,0.7218792,0.916651,1,0.12010568943431323,-0.05015843886689379,0.731448161019676,0.9262199872869185
1026,10001,2.047505,1.0,547.0,4.184,14.0,0.08552742,-0.01834869,0.72212964,0.791309,1,0.10654191353182861,-0.045537095074204434,0.7234629872916402,0.7926423433898152
1027,10001,-2.331978,-11.0,708.0,3.56,23.0,0.1396923,-0.08165645,0.7224365,0.791616,2,0.11896502987453432,-0.05608069128497983,0.7377092258496718,0.8068887607617812
1028,10001,2.307112,5.0,32.0,6.724,10.0,0.11183357,-0.05506515,0.72312224,0.792302,2,0.11645098404079125,-0.04548731489514927,0.7306156542181654,0.7997954275488539
1029,10001,2.379942,3.0,45.0,6.262,7.0,0.0735197,-0.10512638,0.7233956,0.792575,1,0.1137148178386979,-0.05195564831175455,0.7293955977370099,0.7985750134398297
1030,10001,-2.404853,-13.0,698.0,3.304,20.0,0.1386776,-0.03626966,0.7234479,0.792628,1,0.11532579265390407,-0.0466574722555288,0.7332263235570321,0.8024063949109445
1031,10001,2.224945,-3.0,572.0,3.126,12.0,0.07695341,-0.00998354,0.7236721,0.792852,1,0.10580209402465507,-0.04478617011275338,0.7199221037720379,0.7891019963120159
1032,10001,-2.776034,-15.0,654.0,2.358,26.0,0.14124344,-0.07784986,0.7238125,0.918584,2,0.12051616624900789,-0.052274100251044286,0.7390852586789565,0.9338567273183302
1033,10001,2.525201,-7.0,595.0,2.438,34.0,0.09924793,-0.04986429,0.72424734,0.793427,3,0.11302453093230724,-0.04954514114998598,0.7307101134607132,0.7998897675821122
1034,10001,3.131506,-13.0,632.0,2.084,17.0,0.12105274,-0.05242347,0.7243907,0.79357,1,0.11584331740805616,-0.05205697925146962,0.7321917441190849,0.8013710406126152
1035,10001,-2.702206,-15.0,664.0,2.572,9.0,0.13006401,-0.04520559,0.724932,0.794112,1,0.1158240121503671,-0.045605591028928756,0.7343453596433004,0.803525371392568
1036,10001,2.859147,-13.0,616.0,2.132,12.0,0.09429693,-0.0427165,0.72508705,0.794267,1,0.11797825163127956,-0.052084630887423246,0.726927726314618,0.7961076784592408
1037,10001,2.978441,-13.0,623.0,2.058,33.0,0.10360956,-0.04733324,0.7258615,0.795041,2,0.11829210439371685,-0.04773006753789054,0.7302001348878971,0.7993796698000065
1038,10001,-3.018635,-15.0,641.0,2.15,10.0,0.12985802,-0.06311416,0.7263556,0.795535,1,0.1181119866669178,-0.05557447619164589,0.737916480138819,0.8070958958416389
1039,10001,3.035746,-5.0,162.0,5.018,22.0,0.09459543,-0.06279659,0.7273551,0.796535,1,0.11888505044123514,-0.05367090963234341,0.7318360173637098,0.8010159099036879
1040,10001,-2.572266,-15.0,671.0,2.706,22.0,0.14070795,-0.06516599,0.72801155,0.922783,1,0.1206531563135859,-0.04911119283674514,0.7417375976092195,0.9365090662485933
1041,10001,2.235069,-3.0,573.0,3.122,12.0,0.1071496,-0.04079294,0.7287821,0.797962,3,0.11220250842432497,-0.05071357281868735,0.7331207624818913,0.8023006550218693
1042,10001,-2.717369,-9.0,300.0,6.018,19.0,0.09547424,-0.02111292,0.7291613,0.798341,1,0.10892828495804646,-0.04988729314032869,0.730164127761607,0.7993437818830059
1043,10001,-2.367423,-13.0,701.0,3.376,26.0,0.11752748,-0.05472088,0.72969073,0.798871,1,0.11445254142316737,-0.05616790860487047,0.7381145244112927,0.8072947745791393
1044,10001,2.572688,-11.0,600.0,2.332,22.0,0.06947565,-0.04298067,0.73022455,0.799404,1,0.1101218012204537,-0.05159605512252221,0.7301014925883367,0.7992809678958013
1045,10001,2.376012,-5.0,585.0,2.706,9.0,0.11467695,-0.0379076,0.73171717,0.800897,3,0.1197298598037195,-0.04782823489969054,0.7360558143999211,0.8052356473352543
1046,10001,2.038079,1.0,535.0,4.694,15.0,0.1433425,-0.03251695,0.7320093,0.926781,1,0.12135339022819612,-0.05298016348229442,0.7407831548020365,0.9355548618599894
1047,10001,-2.797588,-15.0,653.0,2.328,36.0,0.14165115,-0.0454998,0.7325081,0.927279,1,0.12047152496854358,-0.04791267183746633,0.7443848199563116,0.9391556925492376
1048,10001,2.701072,-9.0,607.0,2.232,10.0,0.09239959,-0.02808952,0.7333888,0.802569,1,0.11564959045499563,-0.04700618563737306,0.7347221351332135,0.8039023256964154
1049,10001,-2.810155,-7.0,270.0,5.346,12.0,0.09044885,-0.054564,0.73350877,0.802689,1,0.11470760971388085,-0.054725725886555054,0.7367702417296541,0.8059504918975008
1050,10001,2.82035,-11.0,613.0,2.118,19.0,0.1012144,-0.05221224,0.73353976,0.80272,2,0.11589694389748195,-0.052609065340624914,0.737878405227863,0.8070586553957096
1051,10001,2.993356,-13.0,624.0,2.072,9.0,0.10807991,-0.04267835,0.7343806,0.80356,3,0.11313281771997927,-0.05259898321693221,0.7387192479517094,0.8078986636545292
1052,10001,2.73888,-9.0,609.0,2.194,17.0,0.06849527,-0.02647543,0.7346496,0.803829,1,0.10852652022149414,-0.04410042889649048,0.7322746185585857,0.8014540342614055
1053,10001,2.024117,1.0,540.0,4.48,15.0,0.11005878,-0.05418539,0.73505723,0.804237,2,0.1175717276863638,-0.056491091533761875,0.7416116099592318,0.8107913832899203
1054,10001,3.033215,-5.0,127.0,4.950001,15.0,0.08112001,-0.10255003,0.7367679,0.805948,1,0.11740866509551035,-0.05901051528393403,0.7436063467841787,0.8127864777427358
1055,10001,2.954268,-13.0,621.0,2.06,14.0,0.08543729,-0.04058122,0.7369106,0.80609,1,0.11076878272614427,-0.05199005819589558,0.7400320992285375,0.8092115149313573
1056,10001,2.256231,-3.0,574.0,3.038,13.0,0.06551742,-0.00873565,0.73731464,0.806494,1,0.10489697670088197,-0.044502072518922554,0.7339204512808445,0.8030998073790195
1057,10001,2.38505,-7.0,587.0,2.65,48.0,0.11309862,-0.0423727,0.73768455,0.806864,1,0.12070278531367269,-0.054612282658733115,0.7437782689618567,0.8129577442693213
1058,10001,2.559045,-9.0,599.0,2.378,40.0,0.11650991,-0.05137396,0.7387345,0.807914,1,0.11481759859583317,-0.054168831948668526,0.7469652241621262,0.8161447590742356
1059,10001,-2.301755,-11.0,718.0,3.794,28.0,0.11627388,-0.07354879,0.73882437,0.808004,1,0.11537440838637175,-0.05780804385899236,0.7503851857134904,0.8195648398348894
1060,10001,3.029325,-5.0,165.0,4.994,19.0,0.13987923,-0.04099607,0.73900944,0.808189,1,0.1193979393073263,-0.05401746080042844,0.7491431013148099,0.8183226362269193
1061,10001,2.333774,-5.0,582.0,2.79,11.0,0.0839591,-0.04004192,0.7393391,0.808519,1,0.11761904359722687,-0.050099556251115,0.7398001785237095,0.8089800710636875
1062,10001,2.437102,3.0,470.0,6.974,11.0,0.14057207,-0.05357694,0.7398176,0.934589,1,0.12022632244538436,-0.05730034460987341,0.7504026972232981,0.9451741062580271
1063,10001,2.492825,-7.0,592.0,2.484,14.0,0.05950403,-0.01751756,0.7404958,0.809676,1,0.10721395036760177,-0.044044275938725196,0.7367171456340615,0.8058973361972634
1064,10001,-2.760151,-15.0,658.0,2.448,18.0,0.15218782,-0.07680797,0.7406974,0.935469,1,0.12464397008481778,-0.0530945183219094,0.7540306888128582,0.9488022766615215
1065,10001,-2.346871,-11.0,706.0,3.492,24.0,0.12057161,-0.07833385,0.7407481,0.809928,2,0.12013800824843449,-0.0531576957836303,0.7523198948320011,0.8214997873719792
1066,10001,-3.141469,-13.0,633.0,2.12,10.0,0.14630888,-0.0435853,0.74079514,0.935566,1,0.11669886173436568,-0.05709504922410904,0.7519371685543432,0.9467080411472693
1067,10001,2.008917,-1.0,537.0,4.588,13.0,0.10754537,-0.01757669,0.7414004,0.81058,1,0.11403707843994237,-0.047908181566436316,0.7439694521506188,0.813149046667373
1068,10001,-3.001269,-15.0,642.0,2.162,10.0,0.13360643,-0.07993173,0.74202776,0.811208,1,0.12363353550312965,-0.05489107845275382,0.7540331513578007,0.8232134015256474
1069,10001,2.93291,-5.0,117.0,5.018,24.0,0.11688423,-0.07694244,0.742029,0.811209,2,0.11645062650404972,-0.05176628495599358,0.7536007986482243,0.8227808103974918
1070,10001,2.926576,-5.0,116.0,5.034,24.0,0.10321521,-0.0531373,0.74204427,0.811224,1,0.12029416013116899,-0.05540045814980802,0.7483073989027424,0.8174871126287862
1071,10001,3.029427,-5.0,222.0,4.996,21.0,0.10881662,-0.04938173,0.74212545,0.811305,2,0.11632957433982526,-0.051687430276733295,0.7486798267599215,0.8178593616720309
1072,10001,-2.265292,-7.0,734.0,4.03,16.0,0.16912413,-0.07731056,0.7421332,0.936905,1,0.12481948538430479,-0.05545625774596898,0.7581927748705377,0.9529646011377801
1073,10001,-2.549977,-13.0,680.0,2.932,9.0,0.11943435,-0.00804662,0.744176,0.962855,1,0.11681806956699421,-0.047959409177649855,0.7475771042843198,0.9662561151523923
1074,10001,2.983277,-5.0,121.0,4.99,17.0,0.13364458,-0.09145403,0.7443347,0.813514,1,0.12397791555979186,-0.0571762536962827,0.7570568915870455,0.8262361880805758
1075,10001,-2.733273,-15.0,662.0,2.544,22.0,0.13713598,-0.05442094,0.7457462,0.814926,1,0.11834016696827886,-0.05918533999609386,0.7548561241302191,0.8240359570655523
1076,10001,2.548814,-9.0,598.0,2.384,12.0,0.12701845,-0.02780151,0.7462764,0.815456,1,0.11701845306725729,-0.051081932455340706,0.7527842961606526,0.8219638906774067
1077,10001,2.17532,-1.0,566.0,3.378,15.0,0.12443542,-0.05326175,0.7464485,0.815628,2,0.12440964345311381,-0.05754010149364158,0.753742312186772,0.8229217874942366
1078,10001,-2.757446,-15.0,659.0,2.47,8.0,0.16720676,-0.09135675,0.7468962,0.941668,1,0.12460401922158182,-0.061527982022460195,0.7623756407466653,0.957147407409263
1079,10001,-3.119042,-13.0,635.0,2.124,7.0,0.11061477,-0.03763055,0.7491525,0.818332,1,0.11947487003213383,-0.050791171799206364,0.7548260373772735,0.8240055722893829
1080,10001,2.315263,5.0,34.0,6.632,15.0,0.10611534,-0.09017753,0.75037205,0.819552,1,0.11608838425532506,-0.05589181665742815,0.7589434619862435,0.8281234141308663
1081,10001,3.014475,-13.0,626.0,2.058,20.0,0.14349747,-0.06984234,0.7510248,0.945796,1,0.12492226511436591,-0.05517215208496928,0.7612886161477082,0.9560598463685028
1082,10001,3.002788,-13.0,625.0,2.062,22.0,0.13783693,-0.0376687,0.75167614,0.820856,1,0.11884488668342168,-0.0518596821392958,0.7601111366831023,0.8292909696184355
1083,10001,-2.560623,-13.0,687.0,3.06,13.0,0.10072278,-0.07211876,0.75235724,0.821537,1,0.1198161182999611,-0.056705424065391224,0.7592372256914774,0.8284169990221659
1084,10001,3.022656,-5.0,168.0,5.026,14.0,0.11980962,-0.05409622,0.75327957,0.822459,2,0.1197838461813853,-0.05837457024578735,0.7605733621059004,0.8297527778087203
1085,10001,2.588731,1.0,65.0,5.688,18.0,0.08144235,-0.06882858,0.75328475,0.822465,1,0.11811864776590655,-0.052932627283768845,0.7568107448905879,0.8259909950584345
1086,10001,3.000839,-5.0,217.0,5.048,22.0,0.10311031,-0.03486108,0.7535268,0.822707,1,0.12063053168978974,-0.057017413864158234,0.756276113646371,0.8254563042095729
1087,10001,2.349347,5.0,39.0,6.448001,15.0,0.09487009,-0.04560804,0.75505286,0.824233,1,0.12387278645909379,-0.049597259801674405,0.7575595937970514,0.8267397247556085
1088,10001,2.270804,-3.0,575.0,3.026,18.0,0.08189725,0.00067234,0.7552968,0.973976,1,0.11467291525221596,-0.04636187926877623,0.7520648775898459,0.9707440672718527
1089,10001,2.56683,1.0,61.0,5.78,20.0,0.06902456,-0.02127504,0.75559026,0.82477,1,0.11218428153855105,-0.05082364998654359,0.7527083059151968,0.8218880196412405
1090,10001,2.630968,-7.0,603.0,2.276,10.0,0.10906839,-0.05426645,0.75579417,0.824974,1,0.11940430828613212,-0.05907265213378332,0.7601094034907122,0.8292892364260455
1091,10001,-2.571626,-13.0,678.0,2.826,18.0,0.14607477,-0.05942869,0.7571104,0.951882,1,0.11889056684939485,-0.05550763534970189,0.7649261967131966,0.95969778456186
1092,10001,2.67823,-9.0,606.0,2.242,23.0,0.08541345,-0.03053188,0.7592668,0.828447,1,0.11291344911697206,-0.05331277764098865,0.7604746497079228,0.8296548402711247
1093,10001,2.447068,-7.0,590.0,2.552,13.0,0.08983087,-0.0245552,0.7592932,0.828473,1,0.11650742639066204,-0.056098226479942795,0.7595602518019408,0.8287400251326292
1094,10001,-2.625732,-13.0,668.0,2.61,24.0,0.12355232,-0.07999038,0.7596288,0.828809,1,0.12520606843730583,-0.056372808725681414,0.7665538276504793,0.835734077818326
1095,10001,2.47031,-7.0,591.0,2.53,34.0,0.09337091,-0.06051492,0.7596913,0.828871,1,0.12234388056236345,-0.05516356800154254,0.7623399375258265,0.8315196512518702
1096,10001,-2.307492,-5.0,763.0,4.108,16.0,0.16216278,-0.05064916,0.75986016,0.954631,1,0.12559602338546627,-0.056561966662673276,0.7684705026792895,0.9632413156675708
1097,10001,-2.636728,-13.0,667.0,2.578,17.0,0.15136623,-0.10632276,0.7606739,0.955445,1,0.1281555368997979,-0.058831118059696555,0.7740517970311602,0.9688229080426654
1098,10001,2.763613,-7.0,610.0,2.164,23.0,0.09251928,-0.03612566,0.76154304,0.830723,1,0.12093890241121401,-0.04958614987658707,0.7623332170439676,0.8315131691885904
1099,10001,-2.351613,-11.0,710.0,3.634,17.0,0.17730236,-0.07591104,0.7621222,0.956894,1,0.12716395647674283,-0.05643006896271425,0.7753747992449566,0.9701465659075542
1100,10001,2.596832,-9.0,601.0,2.322,29.0,0.10652828,-0.03961324,0.7626282,0.831808,1,0.11647606012715372,-0.05386911358382777,0.7662313213236338,0.8354110946543223
1101,10001,-2.819579,-15.0,652.0,2.304,28.0,0.1253314,-0.06554222,0.7626622,0.831842,2,0.11723980010882892,-0.051725425380673117,0.7703720860505529,0.8395519189858861
1102,10001,-3.104126,-13.0,636.0,2.134,10.0,0.12915182,-0.05474281,0.76323396,0.832414,1,0.12056570426395742,-0.05996131988429012,0.7688123562342097,0.8379923679834773
1103,10001,2.06827,1.0,511.0,5.626001,19.0,0.12418174,-0.06164884,0.76352894,0.832709,1,0.12557767831772415,-0.057435640096097126,0.7696710652506291,0.8388511366045415
1104,10001,-2.762042,-13.0,656.0,2.386,11.0,0.14389133,-0.05428075,0.76392704,0.958698,1,0.1258243202068603,-0.05959003028872701,0.7704991977853873,0.9652701299829581
1105,10001,2.626837,-1.0,71.0,5.524,15.0,0.1264782,-0.05819273,0.7641649,0.833345,1,0.11822503196853626,-0.054091463968912255,0.7709750413894654,0.8401551127433777
1106,10001,2.539571,-7.0,597.0,2.382,11.0,0.12028408,-0.03967142,0.7642961,0.833476,1,0.1206458369390293,-0.054348423071109354,0.7681462341192773,0.8373261266592553
1107,10001,-2.536451,-13.0,689.0,3.108,15.0,0.12608099,-0.06738233,0.7643787,0.833558,2,0.11798938812152424,-0.05356553252359838,0.7720886402154393,0.8412679367089696
1108,10001,2.906133,-11.0,618.0,2.074,18.0,0.09543275,-0.06547641,0.7644696,0.833649,1,0.11579828875688909,-0.0509072177199642,0.7692999013410224,0.8384792574391975
1109,10001,2.803697,-9.0,612.0,2.144,28.0,0.1034317,-0.03652811,0.76448125,0.833661,1,0.12261159846155101,-0.05036408879434463,0.766994464492041,0.8361742378227295
1110,10001,-2.975002,-15.0,643.0,2.152,9.0,0.10192918,-0.10462522,0.76557237,0.834752,1,0.12425872828515078,-0.06331840383460408,0.7717087317935445,0.8408883859149434
1111,10001,3.036444,-5.0,204.0,5.04,21.0,0.10388278,-0.06362772,0.7658747,0.835054,2,0.12493137806615866,-0.05927989366071303,0.7690971897691107,0.838276486262641
1112,10001,3.03104,-13.0,627.0,2.064,13.0,0.09524917,-0.02796173,0.7666828,0.835863,3,0.1151425045132637,-0.05214839497705301,0.7666828037897746,0.8358629943529765
1113,10001,3.101159,-11.0,630.0,2.06,29.0,0.13538218,-0.08725309,0.7671785,0.836358,1,0.12070649578361897,-0.056982825746810115,0.7763676633705964,0.8455471982827057
1114,10001,-2.878572,-15.0,647.0,2.214,34.0,0.14489603,-0.06571388,0.76733065,0.962102,1,0.12844194482289711,-0.053622043886393,0.7750857469378686,0.9698570963679528
1115,10001,2.146573,-1.0,564.0,3.45,17.0,0.10256958,-0.03956794,0.76799613,0.837176,1,0.12285754076785442,-0.05417526922437377,0.7690170747447388,0.8381969672847168
1116,10001,-2.779088,-7.0,281.0,5.544,28.0,0.10120868,-0.03220987,0.7682244,0.837404,3,0.12110201531648636,-0.0563965353568395,0.7682244183222453,0.8374040128389995
1117,10001,-2.202111,-7.0,726.0,3.91,12.0,0.15358448,-0.0594635,0.76954037,0.964312,1,0.1276824239679833,-0.05696350079241026,0.776602223822751,0.9713738712760591
1118,10001,2.191028,-1.0,568.0,3.288,11.0,0.11646795,-0.0499196,0.7696462,0.838826,1,0.11824740061447733,-0.05585945265036179,0.7735309385715571,0.8427107119022456
1119,10001,-2.753956,-15.0,660.0,2.49,11.0,0.15548468,-0.0749011,0.77066535,0.965437,1,0.12188356848552287,-0.06440247968355209,0.7814963707633296,0.9762680182166377
1120,10001,3.021049,-5.0,207.0,5.032,19.0,0.11670255,-0.06765318,0.7717407,0.84092,1,0.11943672564399394,-0.054513936857633956,0.777487509311,0.8466668058045302
1121,10001,3.055584,-13.0,628.0,2.086,28.0,0.11630344,-0.05691003,0.7724348,0.841615,1,0.11840869888737984,-0.05310050659535224,0.7767706099608189,0.8459508601286656
1122,10001,-2.211216,-7.0,723.0,3.864,15.0,0.14969873,-0.07656288,0.7726296,0.967401,1,0.12532373981388367,-0.056372664286755025,0.7824665733977504,0.9772379824324794
1123,10001,2.351424,5.0,38.0,6.484001,13.0,0.1000595,-0.0586791,0.77281266,0.841992,2,0.121108097731686,-0.0543312739075907,0.7760351704209661,0.8452145265191412
